date,agency_id,route_id,stopid_geton,stopid_getoff,count
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,311_01,30
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,313_01,30
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,322_01,20
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),312_02,101_11,20
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),325_02,102_08,20
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),326_02,101_11,20
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),1914_02,101_11,30
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),3206_02,3946_01,20
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),3946_01,3601_01,20
20240401,5230001002133,新桜・老人・石坂～中央病院線(106_1_1),3804_01,101_08,20
20240401,5230001002133,新桜・老人・石坂～中央病院線(106_2_3),101_07,3802_02,20
20240401,5230001002133,水橋・滑川線(102_1_1),101_04,118_01,20
20240401,5230001002133,水橋・滑川線(102_2_1),118_02,101_11,30
20240401,5230001002133,高岡・新湊線(310_1_2),101_03,3208_01,20
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),308_02,102_08,20
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),309_02,101_11,30
20240401,5230001002133,山田・国病・簡保線(320_1_1),101_06,3110_01,20
20240401,5230001002133,山田・国病・簡保線(320_2_1),3407_02,101_11,20
20240401,5230001002133,山田・国病・簡保線(320_2_1),3446_02,101_11,20
20240401,5230001002133,新桜・老人・石坂～中央病院線(106_2_3),101_07,3804_02,20
20240401,5230001002133,興人・国立高専線(346_1_1),101_05,1826_01,20
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,304_01,20
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,314_01,30
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_2),101_05,313_01,30
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),307_02,101_11,30
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_2),101_05,875_01,20
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_2),301_06,1914_01,20
20240401,5230001002133,下赤江(米田、リハビリ)線(109_3_1),101_08,841_01,20
20240401,5230001002133,不二栄町線(117_1_1),820_01,101_11,20
20240401,5230001002133,五百石(石金、大泉、蔵本)線(120_2_2),460_02,101_11,20
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),101_06,3110_01,20
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),101_06,3407_01,20
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),101_06,3433_01,20
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),101_11,3945_01,20
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),3946_01,101_03,20
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),3206_01,3946_01,20
20240401,5230001002133,山田・国病・簡保線(320_2_1),3406_02,101_11,20
20240401,5230001002133,新桜・老人・石坂～中央病院線(106_1_1),101_08,405_01,20
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_3),307_02,101_11,20
20240401,5230001002133,西の番・大場・流杉線(118_1_3),101_08,808_01,20
20240401,5230001002133,高岡・新湊線(310_1_1),101_03,3208_01,30
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,307_01,30
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,321_01,30
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),311_02,301_09,30
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_2),101_05,307_01,10
20240401,5230001002133,下赤江(米田、リハビリ)線(109_3_1),101_04,704_01,10
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),3446_02,101_11,10
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),101_03,3604_01,10
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),101_11,3946_01,10
20240401,5230001002133,山田・国病・簡保線(320_1_1),101_06,3446_01,10
20240401,5230001002133,山田・国病・簡保線(320_1_2),101_06,3446_01,10
20240401,5230001002133,布目経由・新港線(314_1_1),101_03,1758_01,10
20240401,5230001002133,新桜・老人・石坂～中央病院線(106_2_3),841_01,101_07,10
20240401,5230001002133,興人・国立高専線(346_2_1),1012_01,1006_02,10
20240401,5230001002133,西の番・大場・流杉線(118_2_2),822_02,101_11,10
20240401,5230001002133,高岡・新湊線(310_1_2),3206_01,3209_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,312_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),301_07,311_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_2),101_05,310_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_2),101_05,311_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_2),101_05,325_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_2),301_07,311_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),301_09,101_11,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),314_02,101_11,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),314_02,301_09,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),321_02,101_11,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),322_02,102_08,20
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_2),308_02,101_11,20
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),1914_02,102_08,10
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),1914_02,301_09,10
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),306_02,101_11,10
20240401,5230001002133,下赤江(米田、リハビリ)線(109_3_1),101_04,725_01,10
20240401,5230001002133,下赤江(米田、リハビリ)線(109_3_1),705_02,101_04,10
20240401,5230001002133,不二栄町線(117_1_1),818_02,101_11,10
20240401,5230001002133,不二栄町線(117_1_3),101_06,820_01,10
20240401,5230001002133,不二栄町線(117_1_3),101_11,1809_01,10
20240401,5230001002133,五百石(石金、大泉、蔵本)線(120_1_1),101_06,1808_01,10
20240401,5230001002133,五百石(石金、大泉、蔵本)線(120_1_1),101_06,834_01,10
20240401,5230001002133,五百石(石金、大泉、蔵本)線(120_2_1),830_02,101_11,10
20240401,5230001002133,八幡四方(富山まちなか病院前)線(390_3_1),101_07,3813_01,20
20240401,5230001002133,八幡四方(富山まちなか病院前)線(390_3_1),101_07,3814_01,20
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),3433_01,101_11,10
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),3446_02,301_09,10
20240401,5230001002133,山田・国病・簡保線(320_1_2),101_06,3406_01,10
20240401,5230001002133,山田・国病・簡保線(320_1_2),101_06,3442_01,10
20240401,5230001002133,布目経由・新港線(314_1_1),101_03,3826_01,5
20240401,5230001002133,新桜・老人・石坂～中央病院線(106_2_3),405_02,101_07,10
20240401,5230001002133,水橋・滑川線(102_2_2),118_02,101_11,10
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_1_4),101_05,1816_01,5
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_1_4),101_05,307_01,10
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_3),301_09,101_11,10
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_4),1856_01,101_11,10
20240401,5230001002133,藤の木線(108_1_2),101_08,405_01,10
20240401,5230001002133,西の番・大場・流杉線(118_1_3),101_08,817_01,10
20240401,5230001002133,運転教育・済生会病院線(104_1_1),101_04,118_01,10
20240401,5230001002133,高岡・新湊線(310_1_1),3211_01,4107_01,10
20240401,5230001002133,高岡・新湊線(310_2_3),3208_02,101_11,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,306_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,328_01,20
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),102_05,309_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),301_07,310_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),311_01,325_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_2),101_05,308_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_6),101_05,311_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_6),101_05,325_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_6),301_07,308_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_6),301_07,311_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),323_02,301_09,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),328_02,301_09,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_2),310_02,101_11,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_2),324_02,101_11,10
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),1914_02,1903_02,10
20240401,5230001002133,01　新幹線市街地線(508_1_2),2228_01,3024_01,10
20240401,5230001002133,01　新幹線市街地線(508_2_2),3024_01,2228_01,10
20240401,5230001002133,下赤江(米田、リハビリ)線(109_2_4),101_04,709_01,5
20240401,5230001002133,下赤江(米田、リハビリ)線(109_2_4),101_04,725_01,10
20240401,5230001002133,下赤江(米田、リハビリ)線(109_2_4),841_01,101_04,10
20240401,5230001002133,五百石(石金、大泉、蔵本)線(120_1_1),101_06,822_01,10
20240401,5230001002133,八幡四方(富山まちなか病院前)線(390_3_1),101_07,3331_01,5
20240401,5230001002133,八幡四方(富山まちなか病院前)線(390_3_1),101_07,3337_01,10
20240401,5230001002133,八幡四方(富山まちなか病院前)線(390_3_2),3802_01,101_08,10
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),101_06,3404_01,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),101_06,3441_01,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),101_06,3442_01,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),101_06,3446_01,10
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),101_06,3451_02,10
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),3205_01,3946_01,10
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),3601_01,3946_01,10
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),3602_01,3946_01,10
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),101_03,3951_02,10
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),3945_02,101_03,10
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),3946_01,103_07,10
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),3946_01,3205_01,10
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),3946_01,3602_01,10
20240401,5230001002133,富山空港・総合運動公園・成子経由八尾線(336_2_3),308_02,101_06,10
20240401,5230001002133,山田・国病・簡保線(320_1_2),101_06,3455_01,10
20240401,5230001002133,山田・国病・簡保線(320_1_2),301_08,3446_01,10
20240401,5230001002133,山田・国病・簡保線(320_2_1),3442_02,101_11,10
20240401,5230001002133,山田・国病・簡保線(320_2_1),3455_02,101_11,10
20240401,5230001002133,布目経由・新港線(314_1_1),101_03,3325_01,10
20240401,5230001002133,布目経由・新港線(314_1_1),101_03,3327_01,10
20240401,5230001002133,布目経由・新港線(314_1_1),101_03,3827_01,10
20240401,5230001002133,新桜・老人・石坂～中央病院線(106_1_1),3804_01,3801_01,10
20240401,5230001002133,石坂・北代・中央病院線(315_2_1),841_01,101_07,10
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_1_4),101_05,1856_01,5
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_1_4),301_06,1816_01,10
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_3),1855_01,101_11,10
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_3),304_02,101_11,10
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_3),360_01,101_11,10
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_4),1816_02,102_08,10
20240401,5230001002133,興人・国立高専線(346_1_2),101_05,1824_01,10
20240401,5230001002133,興人・国立高専線(346_1_2),101_05,1826_01,5
20240401,5230001002133,興人・国立高専線(346_2_1),304_02,101_07,5
20240401,5230001002133,藤の木線(108_1_2),101_08,1316_01,5
20240401,5230001002133,藤の木線(108_1_2),101_08,403_01,5
20240401,5230001002133,藤の木線(108_1_2),101_08,407_01,10
20240401,5230001002133,藤の木線(108_1_2),101_08,411_02,10
20240401,5230001002133,藤の木線(108_1_2),405_02,301_02,10
20240401,5230001002133,藤の木線(108_1_2),460_02,101_08,10
20240401,5230001002133,西の番・大場・流杉線(118_1_2),101_08,822_01,10
20240401,5230001002133,西の番・大場・流杉線(118_1_3),101_08,815_01,10
20240401,5230001002133,西の番・大場・流杉線(118_2_2),861_02,101_11,10
20240401,5230001002133,西の番・大場・流杉線(118_2_4),301_09,101_11,10
20240401,5230001002133,西の番・大場・流杉線(118_3_1),101_08,825_01,10
20240401,5230001002133,高岡・新湊線(310_1_1),101_03,3206_01,10
20240401,5230001002133,高岡・新湊線(310_1_2),101_03,3207_01,10
20240401,5230001002133,高岡・新湊線(310_1_2),103_07,3206_01,10
20240401,5230001002133,高岡・新湊線(310_2_1),3208_02,101_11,10
20240401,5230001002133,高岡・新湊線(310_2_3),3217_02,3239_02,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,301_07,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),102_05,325_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),301_07,309_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_2),101_05,301_07,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_2),101_05,304_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_2),101_05,321_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_2),101_05,326_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_6),101_05,312_01,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),308_02,301_09,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),312_02,102_08,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),323_02,101_11,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),328_02,101_11,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_2),309_02,101_11,10
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_6),310_02,101_07,10
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_1),101_05,1914_01,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_2),101_05,1906_01,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_2),301_06,1913_01,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),1910_02,101_11,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),1911_01,101_11,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),1911_01,102_08,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),1913_02,101_11,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),1917_01,101_11,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),360_01,101_11,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_2_3),875_02,101_11,5
20240401,5230001002133,下赤江(米田、リハビリ)線(109_1_3),705_02,101_08,5
20240401,5230001002133,下赤江(米田、リハビリ)線(109_2_4),101_04,705_01,5
20240401,5230001002133,下赤江(米田、リハビリ)線(109_2_5),101_04,704_01,10
20240401,5230001002133,下赤江(米田、リハビリ)線(109_2_5),101_04,705_01,5
20240401,5230001002133,下赤江(米田、リハビリ)線(109_2_5),841_01,401_07,5
20240401,5230001002133,下赤江(米田、リハビリ)線(109_3_1),841_01,101_04,5
20240401,5230001002133,不二栄町線(117_1_1),822_02,101_11,10
20240401,5230001002133,不二栄町線(117_1_3),101_06,1808_01,5
20240401,5230001002133,不二栄町線(117_1_3),101_11,820_01,5
20240401,5230001002133,不二栄町線(117_1_3),301_03,1809_01,5
20240401,5230001002133,五百石(石金、大泉、蔵本)線(120_1_1),101_06,415_01,10
20240401,5230001002133,五百石(石金、大泉、蔵本)線(120_1_1),102_02,822_01,5
20240401,5230001002133,五百石(石金、大泉、蔵本)線(120_2_1),822_02,101_11,5
20240401,5230001002133,五百石(石金、大泉、蔵本)線(120_2_2),405_02,101_11,5
20240401,5230001002133,五百石(石金、大泉、蔵本)線(120_2_2),405_02,102_08,5
20240401,5230001002133,八幡四方(富山まちなか病院前)線(390_3_1),301_10,3814_01,5
20240401,5230001002133,八幡四方(富山まちなか病院前)線(390_3_2),3813_02,301_02,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),101_06,3406_01,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),101_06,3445_01,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_1_1),102_06,3442_01,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),3407_02,101_11,10
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),3433_01,301_09,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_4_1),3542_02,301_08,5
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),101_03,3605_01,10
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),3105_01,3946_01,5
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),3601_02,3946_01,5
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),3604_01,101_03,10
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),3605_02,101_03,5
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),103_07,3206_01,5
20240401,5230001002133,富大附病院・朝日循環線(316_2_1),3946_01,3204_01,5
20240401,5230001002133,山田・国病・簡保線(320_1_1),101_06,3406_01,5
20240401,5230001002133,山田・国病・簡保線(320_1_1),101_06,3442_01,5
20240401,5230001002133,山田・国病・簡保線(320_1_1),101_06,3451_01,5
20240401,5230001002133,山田・国病・簡保線(320_1_1),102_06,3442_01,5
20240401,5230001002133,山田・国病・簡保線(320_1_2),101_06,3444_01,5
20240401,5230001002133,山田・国病・簡保線(320_1_2),102_06,3451_01,5
20240401,5230001002133,山田・国病・簡保線(320_2_1),3442_02,102_08,5
20240401,5230001002133,山田・国病・簡保線(320_2_1),3443_02,102_08,5
20240401,5230001002133,山田・国病・簡保線(320_2_1),3444_02,3401_02,5
20240401,5230001002133,山田・国病・簡保線(320_2_1),3446_02,102_08,5
20240401,5230001002133,山田・国病・簡保線(320_2_1),3451_03,102_08,5
20240401,5230001002133,山田・国病・簡保線(320_2_1),3451_03,301_09,5
20240401,5230001002133,山田・国病・簡保線(320_2_1),3457_02,101_11,5
20240401,5230001002133,布目経由・新港線(314_1_1),101_03,3324_01,5
20240401,5230001002133,布目経由・新港線(314_2_2),1758_02,101_11,5
20240401,5230001002133,水橋・滑川線(102_1_1),101_04,116_01,5
20240401,5230001002133,水橋・滑川線(102_1_1),101_04,1200_01,5
20240401,5230001002133,水橋・滑川線(102_1_1),104_01,116_01,5
20240401,5230001002133,水橋・滑川線(102_1_2),101_04,118_01,5
20240401,5230001002133,水橋・滑川線(102_2_1),118_02,104_02,5
20240401,5230001002133,石坂・北代・中央病院線(315_1_2),3827_01,101_03,5
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_1_4),101_05,1846_01,5
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_1_4),301_06,875_01,5
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_2),1816_02,301_09,5
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_4),1838_02,101_11,5
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_4),1838_02,102_08,10
20240401,5230001002133,福沢・国際大学・月岡西緑町線(113_2_4),1856_01,301_09,5
20240401,5230001002133,興人・国立高専線(346_1_2),101_05,1827_01,5
20240401,5230001002133,興人・国立高専線(346_1_2),101_05,307_01,5
20240401,5230001002133,興人・国立高専線(346_2_1),875_02,101_07,5
20240401,5230001002133,興人・国立高専線(346_2_2),1824_01,102_08,5
20240401,5230001002133,藤の木線(108_1_2),101_08,406_01,5
20240401,5230001002133,藤の木線(108_1_2),101_08,408_01,10
20240401,5230001002133,藤の木線(108_1_2),101_08,409_01,5
20240401,5230001002133,藤の木線(108_1_2),101_08,410_01,5
20240401,5230001002133,藤の木線(108_1_2),101_11,451_01,5
20240401,5230001002133,藤の木線(108_1_2),1315_01,101_08,5
20240401,5230001002133,藤の木線(108_1_2),301_02,405_01,5
20240401,5230001002133,藤の木線(108_1_2),301_02,411_02,5
20240401,5230001002133,藤の木線(108_1_2),401_02,405_01,5
20240401,5230001002133,藤の木線(108_1_2),401_02,407_01,5
20240401,5230001002133,西の番・大場・流杉線(118_1_3),101_08,816_01,5
20240401,5230001002133,西の番・大場・流杉線(118_1_3),101_08,834_01,5
20240401,5230001002133,西の番・大場・流杉線(118_1_3),102_01,405_01,5
20240401,5230001002133,西の番・大場・流杉線(118_2_2),403_02,101_11,5
20240401,5230001002133,西の番・大場・流杉線(118_2_2),825_01,102_08,5
20240401,5230001002133,西の番・大場・流杉線(118_2_2),861_02,401_06,5
20240401,5230001002133,西の番・大場・流杉線(118_2_4),808_01,101_11,5
20240401,5230001002133,西の番・大場・流杉線(118_3_1),101_08,824_01,5
20240401,5230001002133,西の番・大場・流杉線(118_3_1),101_08,839_01,5
20240401,5230001002133,西の番・大場・流杉線(118_3_2),822_02,101_07,5
20240401,5230001002133,高岡・新湊線(310_1_1),101_03,3209_01,5
20240401,5230001002133,高岡・新湊線(310_1_7),101_03,3207_01,5
20240401,5230001002133,高岡・新湊線(310_2_3),3208_02,3202_02,5
20240401,5230001002133,高岡・新湊線(310_2_3),3211_02,101_11,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,303_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,305_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,316_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),101_05,320_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),102_05,310_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),102_05,311_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_1),102_05,332_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_6),101_05,301_07,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_6),101_05,313_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_1_6),101_05,314_01,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),305_02,101_11,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),307_02,102_08,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),311_02,102_08,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),312_02,301_09,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),315_02,101_11,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),316_02,101_11,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),321_02,102_08,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),324_02,101_11,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),325_02,308_02,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),326_02,102_08,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_1),326_02,301_09,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_2),311_02,101_11,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_2),314_02,101_11,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_2),318_02,101_11,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_2),325_02,101_11,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_6),311_02,301_10,5
20240401,5230001002133,４１号線(笹津・猪谷)線(112_2_6),325_02,101_07,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_2),101_05,1907_01,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_2),101_05,1908_01,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_2),101_05,1911_01,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_2),102_05,306_01,5
20240401,5230001002133,(若竹町)辰尾・笹津線(115_1_2),102_05,307_01,5
