date,agency_id,route_id,trip_id,stop_id,stop_sequence,count_geton,count_getoff
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時35分_系統112_2_1,322_02,10,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時35分_系統112_2_1,102_08,32,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時35分_系統112_2_1,101_11,33,0,10
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3457_02,15,5,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3456_02,16,10,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3445_02,26,10,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3444_02,27,5,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3443_02,28,4,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3442_02,29,5,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3407_02,32,10,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3406_02,33,10,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3110_02,36,5,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3402_02,38,0,2
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,3401_02,39,0,2
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,301_09,40,0,10
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,102_08,42,0,20
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_06時40分_系統320_2_1,101_11,43,0,30
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,101_05,1,10,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,102_05,2,20,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,301_07,4,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,308_01,10,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,312_01,14,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,315_01,17,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,321_01,23,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,324_01,26,0,10
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,326_01,28,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,331_01,32,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_06時45分_系統112_1_1,332_01,33,0,4
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,328_02,5,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,326_02,6,10,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,325_02,7,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,323_02,9,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,321_02,11,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,313_02,19,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,308_02,24,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,307_02,25,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,301_09,30,0,10
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,103_08,31,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,102_08,32,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_06時50分_系統112_2_1,101_11,33,0,25
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,345_02,1,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,338_02,8,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,337_02,9,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,334_02,12,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,328_02,18,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,325_02,20,5,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,324_02,21,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,323_02,22,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,322_02,23,4,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,321_02,24,4,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,313_02,32,10,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,312_02,33,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,311_02,34,10,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,309_02,36,5,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,308_02,37,5,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,305_02,40,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,301_09,43,0,20
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,102_08,45,0,20
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_2),平日_06時50分_系統112_2_2,101_11,46,0,30
20240401,5230001002133,（若竹町）辰尾・笹津線(115_1_1),平日_06時50分_系統115_1_1,101_05,1,5,0
20240401,5230001002133,（若竹町）辰尾・笹津線(115_1_1),平日_06時50分_系統115_1_1,102_05,2,10,2
20240401,5230001002133,（若竹町）辰尾・笹津線(115_1_1),平日_06時50分_系統115_1_1,875_01,10,0,2
20240401,5230001002133,（若竹町）辰尾・笹津線(115_1_1),平日_06時50分_系統115_1_1,1913_01,21,0,2
20240401,5230001002133,（若竹町）辰尾・笹津線(115_1_1),平日_06時50分_系統115_1_1,1914_01,22,0,2
20240401,5230001002133,（若竹町）辰尾・笹津線(115_1_1),平日_06時50分_系統115_1_1,319_01,28,5,0
20240401,5230001002133,（若竹町）辰尾・笹津線(115_1_1),平日_06時50分_系統115_1_1,324_01,33,0,2
20240401,5230001002133,（若竹町）辰尾・笹津線(115_1_1),平日_06時50分_系統115_1_1,325_01,34,0,5
20240401,5230001002133,（若竹町）辰尾・笹津線(115_1_1),平日_06時50分_系統115_1_1,328_01,36,0,5
20240401,5230001002133,富山空港・総合運動公園・成子経由八尾線(336_2_1),平日_06時50分_系統336_2_1,3433_01,1,15,0
20240401,5230001002133,富山空港・総合運動公園・成子経由八尾線(336_2_1),平日_06時50分_系統336_2_1,3429_01,4,5,0
20240401,5230001002133,富山空港・総合運動公園・成子経由八尾線(336_2_1),平日_06時50分_系統336_2_1,3515_02,20,0,1
20240401,5230001002133,富山空港・総合運動公園・成子経由八尾線(336_2_1),平日_06時50分_系統336_2_1,3544_02,34,10,0
20240401,5230001002133,富山空港・総合運動公園・成子経由八尾線(336_2_1),平日_06時50分_系統336_2_1,301_09,42,0,4
20240401,5230001002133,富山空港・総合運動公園・成子経由八尾線(336_2_1),平日_06時50分_系統336_2_1,102_08,44,0,10
20240401,5230001002133,富山空港・総合運動公園・成子経由八尾線(336_2_1),平日_06時50分_系統336_2_1,101_06,45,0,15
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3425_02,8,10,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3417_02,19,5,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3415_02,21,5,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3530_02,24,5,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3528_02,26,5,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3527_02,27,10,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3444_02,33,5,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3407_02,38,15,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3405_02,40,0,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3403_02,43,0,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3402_02,44,0,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,3401_02,45,0,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,301_09,46,0,15
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,102_08,48,0,15
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_2),平日_06時55分_系統323_2_2,101_11,49,0,10
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,101_05,1,40,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,307_01,9,5,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,308_01,10,0,4
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,309_01,11,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,310_01,12,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,314_01,16,0,15
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,316_01,18,0,4
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,321_01,23,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,323_01,25,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,324_01,26,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,325_01,27,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時00分_系統112_1_1,331_01,32,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_07時00分_系統112_2_1,328_02,5,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_07時00分_系統112_2_1,325_02,7,15,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_07時00分_系統112_2_1,324_02,8,10,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_07時00分_系統112_2_1,321_02,11,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_07時00分_系統112_2_1,312_02,20,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_07時00分_系統112_2_1,308_02,24,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_07時00分_系統112_2_1,304_02,28,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_07時00分_系統112_2_1,301_09,30,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_07時00分_系統112_2_1,102_08,32,0,15
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_1),平日_07時00分_系統112_2_1,101_11,33,0,20
20240401,5230001002133,山田・国病・簡保線(320_1_1),平日_07時00分_系統320_1_1,101_06,1,5,0
20240401,5230001002133,山田・国病・簡保線(320_1_1),平日_07時00分_系統320_1_1,3442_01,15,5,2
20240401,5230001002133,山田・国病・簡保線(320_1_1),平日_07時00分_系統320_1_1,3446_01,19,5,5
20240401,5230001002133,山田・国病・簡保線(320_1_1),平日_07時00分_系統320_1_1,3451_01,21,0,2
20240401,5230001002133,山田・国病・簡保線(320_1_1),平日_07時00分_系統320_1_1,4217_01,25,0,2
20240401,5230001002133,山田・国病・簡保線(320_1_1),平日_07時00分_系統320_1_1,3455_01,27,0,4
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_9),平日_07時05分_系統112_2_9,332_01,1,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_9),平日_07時05分_系統112_2_9,323_02,5,0,1
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_9),平日_07時05分_系統112_2_9,101_11,10,0,4
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,101_03,1,20,0
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,102_03,2,5,2
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,103_07,3,10,0
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3202_01,4,10,0
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3105_01,5,5,0
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3204_01,6,5,2
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3206_01,8,5,0
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3605_01,13,0,5
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3944_01,14,0,5
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3945_01,15,0,2
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3952_01,16,10,0
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3946_01,18,0,50
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3948_01,19,0,4
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3608_02,21,15,0
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3604_02,26,5,0
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,3202_02,34,0,5
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,102_08,36,0,5
20240401,5230001002133,富大附病院・朝日循環線(316_1_1),平日_07時05分_系統316_1_1,101_11,37,0,10
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時10分_系統112_1_1,102_05,2,10,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時10分_系統112_1_1,313_01,15,2,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時10分_系統112_1_1,314_01,16,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_1),平日_07時10分_系統112_1_1,332_01,33,0,5
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,3457_02,15,5,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,3451_03,23,10,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,3446_02,25,4,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,3445_02,26,4,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,3444_02,27,4,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,3442_02,29,15,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,3407_02,32,10,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,3405_02,34,5,0
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,3401_02,39,0,2
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,301_09,40,0,5
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,102_08,42,0,30
20240401,5230001002133,山田・国病・簡保線(320_2_1),平日_07時10分_系統320_2_1,101_11,43,0,20
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_1),平日_07時10分_系統323_2_1,3474_02,9,2,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_1),平日_07時10分_系統323_2_1,3421_02,14,5,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_1),平日_07時10分_系統323_2_1,3418_02,18,5,2
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_1),平日_07時10分_系統323_2_1,3472_01,23,5,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_1),平日_07時10分_系統323_2_1,3406_02,31,15,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_1),平日_07時10分_系統323_2_1,3405_02,32,0,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_1),平日_07時10分_系統323_2_1,3401_02,37,0,5
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_1),平日_07時10分_系統323_2_1,301_09,38,10,0
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_1),平日_07時10分_系統323_2_1,102_08,40,0,10
20240401,5230001002133,堤防・熊野経由八尾・萩の島循環線(323_2_1),平日_07時10分_系統323_2_1,101_11,41,0,20
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_9),平日_07時15分_系統112_2_9,332_01,1,4,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_9),平日_07時15分_系統112_2_9,328_02,2,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_9),平日_07時15分_系統112_2_9,326_02,3,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_9),平日_07時15分_系統112_2_9,301_09,8,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_9),平日_07時15分_系統112_2_9,102_08,9,0,10
20240401,5230001002133,４１号線（笹津・猪谷）線(112_2_9),平日_07時15分_系統112_2_9,101_11,10,0,2
20240401,5230001002133,山田・国病・簡保線(320_1_2),平日_07時15分_系統320_1_2,101_06,1,10,0
20240401,5230001002133,山田・国病・簡保線(320_1_2),平日_07時15分_系統320_1_2,3110_01,8,5,2
20240401,5230001002133,山田・国病・簡保線(320_1_2),平日_07時15分_系統320_1_2,3447_01,20,5,10
20240401,5230001002133,山田・国病・簡保線(320_1_2),平日_07時15分_系統320_1_2,3451_01,21,0,2
20240401,5230001002133,山田・国病・簡保線(320_1_2),平日_07時15分_系統320_1_2,3456_01,28,0,2
20240401,5230001002133,山田・国病・簡保線(320_1_2),平日_07時15分_系統320_1_2,3707_01,34,0,4
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,101_05,1,30,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,301_07,4,10,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,304_01,6,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,308_01,10,2,4
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,309_01,11,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,310_01,12,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,311_01,13,5,0
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,313_01,15,0,4
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,314_01,16,0,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,315_01,17,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,317_01,19,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,318_01,20,0,2
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,321_01,23,0,4
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,324_01,26,0,10
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,326_01,28,0,4
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,328_01,29,5,5
20240401,5230001002133,４１号線（笹津・猪谷）線(112_1_2),平日_07時20分_系統112_1_2,345_01,46,0,5
